Course Code,Course Title,Historical Consciousness,Aesthetic Exploration,Philosophical Inquiry and Life’s Meanings,Social Inquiry II,Social Inquiry I,Scientific Inquiry II,Scientific Inquiry I,Quantitative Reasoning II,Quantitative Reasoning I,Ethical Reasoning,Global Citizenship and Intercultural Literacy,The Individual in Community,Digital/Multimedia Expression,Oral and/or Signed Communication,Writing-Intensive Course,"Writing, Research, and Inquiry",First-Year Writing Seminar,Creativity / Innovation,Teamwork / Collaboration,Research and Information Literacy,Critical Thinking
CAS EE 675,Urban Ecology,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CAS EN 122,Medieval Worlds,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CAS EN 128,Representing Boston,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
CAS EN 128S,Representing Boston,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
CAS EN 163,Reading Shakespeare,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CAS EN 163S,Reading Shakespeare,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CAS EN 322,British Literature I,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS EN 322S,British Literature I,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS EN 323,British Literature II,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS EN 323S,British Literature II,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS EN 333,American Literature: Beginnings to Civil War,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS EN 334,American Literature: Civil War to World War I,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS EN 341,History of the Novel in English,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CAS EN 345,Nineteenth-Century American Fiction,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS EN 354,The Poetry of War,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CAS EN 363,Shakespeare I,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS EN 363S,Shakespeare I,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS EN 364,Shakespeare 2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS EN 364S,Shakespeare II,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS EN 373,Detective Fiction,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CAS EN 373S,Detective Fiction,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CAS EN 388E,CONTEMP BRT LIT,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS EN 391E,SEM:LIT OF LON,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CAS EN 570,Studies in British Literary Movements,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
CAS HI 112,Black Power in the Classroom: The History of Black Studies,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CAS HI 113,Introduction to Antiracism,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
CAS HI 151,The Emerging United States to 1865,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS HI 151S,The Emerging United States to 1865,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS HI 152,The Emerging United States Since 1865,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CAS HI 152S,The Emerging United States Since 1865,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CAS HI 175,World History to 1500,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
CAS HI 176,World History 1500-Present,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CAS HI 176S,World History 1500-Present,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CAS HI 190,History of Boston: Community and Conflict,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
CAS HI 200,The Historian's Craft,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
CAS HI 203,"Magic, Science, and Religion",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CAS HI 205,Gender and Sexuality in Judaism,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
CAS HI 207,Game of Thrones: Power and Politics in Pre-Modern Europe,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
CAS HI 207S,Game of Thrones: Power and Politics in Pre-Modern Europe,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
CAS HI 215,The European Enlightenment,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS HI 215S,The European Enlightenment,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS HI 218,Power and Authority in Europe since World War I,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS HI 221,Catastrophe and Memory,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CAS HI 221S,Catastrophe and Memory,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CAS HI 227,Living in the City,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
CAS HI 231,Media and Politics in Modern America,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CAS HI 231S,Media and Politics in Modern America,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CAS HI 234,Introduction to India and South Asia,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
CAS HI 237,Reconstructing the African Past,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CAS HI 237S,Reconstructing the African Past,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CAS HI 243E,BRITAIN&EUROPE,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CAS HI 246E,LON SINCE 1666,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
CAS HI 247,The Making of Modern Britain,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
CAS HI 247S,The Making of Modern Britain,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
CAS HI 248,"Modern Britain, 1867 to Present",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
CAS HI 248S,"Modern Britain, 1867 to Present",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
CAS HI 249E,LON WOM SOC HIS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CAS HI 251E,POP CULT:LONDON,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
CAS HI 252E,HST BRIT GENIUS,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CAS HI 253E,LONDON AT WAR,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS HI 254,The History of Ireland,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS HI 254E,HIST OF IRELAND,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS HI 254S,HIST OF IRELAND,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS HI 256E,HISTORY SPAIN,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CAS HI 260E,HIST OF VENICE,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
CAS HI 266,French Revolution and Napoleon,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS HI 268E,POSTCOLNL PARIS,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CAS HI 271,The Nazis,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
CAS HI 272,Russia's Empire under the Tsars,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
CAS HI 273,The History of the Soviet Union,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
CAS HI 273S,The History of the Soviet Union,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
CAS HI 275,Divided Nation: Germany 1945-1990,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS HI 277,War: Myths and Realities,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS HI 277S,War: Myths and Realities,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS HI 279,Experiencing Total War,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CAS HI 279S,Experiencing Total War,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CAS HI 287,History of American Foreign Relations since 1898,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS HI 287S,History of American Foreign Relations Since 1898,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS HI 297,African American Women's History,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CAS HI 298,Black Freedom Dreams: America and the World,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
CAS HI 298S,Black Freedom Dreams: America and the World,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
CAS HI 299,Civil Rights History,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
CAS HI 299S,Civil Rights History,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
CAS HI 300,American Popular Culture,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CAS HI 301,Women and Gender in US History,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CAS HI 302,Science and American Culture,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS HI 303,"Sex, Love, Family: American Relationships from Birth to Death",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CAS HI 303S,"Sex, Love, Family: American Relationships from Birth to Death",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CAS HI 304,Science and Religion: Dialogue and Debate,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS HI 305,"American Thought and Culture, 1776-1900",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
CAS HI 306,"American Thought and Culture, 1900 to the Present",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
CAS HI 308,Religious Thought in America,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS HI 315,The American West,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS HI 316,American Urban History,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CAS HI 317,Nineteenth-Century European Thought and Culture,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS HI 320,Understanding Revolution: France and Algeria,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
CAS HI 321,"The American Revolution, 1750-1800",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS HI 322,The Rise and Fall of the First British Empire,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CAS HI 328,Slavery and Freedom in the Civil War Era,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS HI 328S,The Civil War Era,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS HI 331,Drugs and Security in the Americas,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CAS HI 335,International Nuclear Politics,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CAS HI 335S,International Nuclear Politics,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CAS HI 338,"Repression, Revolution, Rock n' Roll: US in 1950s & 1960s",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CAS HI 339,A History of the Present: The United States since 1968,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CAS HI 339S,A History of the Present: The United States since 1968,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CAS HI 341,Political and Cultural Revolution,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CAS HI 342E,Camino de Santiago: A Pilgrim's Way Yesterday and Today,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
CAS HI 343,"Taste, Culture, and Power: The Global History of Food",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
CAS HI 347,"Bodies, Drugs, and Healing: A Global History of Medicine",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CAS HI 349,History of Religion in Precolonial Africa,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CAS HI 355,Fashion and Beauty Under War and Empire,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CAS HI 358,Twentieth-Century European Thought and Culture,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CAS HI 363,Early Chinese History,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
CAS HI 363S,US 1900-1945,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
CAS HI 364,Modern Chinese History,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
CAS HI 364S,Modern Chinese History,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
CAS HI 367,"The Odd Couple: China and the USA, 1776 to the present",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
CAS HI 376,"The Israeli Settlement Project: History, and the Dynamics of Power",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CAS HI 389,Americans and the Middle East,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
CAS HI 390,Cities in the Middle East: Mecca to Dubai,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CAS HI 391,Media Revolutions in the Modern Middle East,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
CAS HI 393,Israeli-Palestinian Conflict,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CAS HI 393S,ISR-PAL CONFLIC,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CAS HI 399,Introduction to Latin American Politics and International Relations,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CAS HI 399S,INTRO LA POL&IR,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CAS HI 401,Senior Honors Seminar 1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
CAS HI 407,Topics in Medieval Religious Culture,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
CAS HI 410,"Religion, Community, and Culture in Medieval Spain",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
CAS HI 434,Monarchy in Modern Britain,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
CAS HI 440,Refugee Hollywood (1933-1950),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CAS HI 447,"Born under a Red Star: Soviet Children at Home, School, & Play",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
CAS HI 449,The History of Soviet Terror,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
CAS HI 451,Fashion as History,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
CAS HI 457,Alternative America,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS HI 458,American Migrations,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
CAS HI 460,Animals in America,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
CAS HI 482,"Merchants, Pirates, Missionaries, and the State in Maritime Asia, 600-2000",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
CAS HI 503,"Race, Ethnicity, and Childhood in US History",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
CAS HI 504,The Civil War in American Memory,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CAS HI 505,"The American South in History, Literature, and Film",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS HI 506,"The Transformation of Early New England: Witches, Whalers and Warfare",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS HI 507,Three Revolutions,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS HI 508,The Age of Hamilton,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CAS HI 515,"Meaning, Memory, and History",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS HI 523,U.S.-Latin American Relations,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
CAS HI 529,History Media Lab: Producing Public-Facing History,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
CAS HI 532,The Far Right in Europe,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CAS HI 539,Nazis on Film,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS HI 553,Transnational Histories of Asia: How Homo Sapiens Changed the Largest Continent on Our Planet,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
CAS HI 568,The Modern Metropolis: Approaches to Urban History,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
CAS HI 568E,MODRN METRPOLIS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
CAS HI 574,"Introduction to Critical University Studies: Space, Place, and BU",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CAS HI 578,The United States as a Great Power,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
CAS HI 584,"Labor, Sexuality, and Resistance in the Afro-Atlantic World",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CAS HI 595,Morocco: History on the Cusp of Three Continents,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
CAS HI 704,Science and Religion: Dialogue and Debate,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS HI 705,"American Thought and Culture, 1776 to 1900",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
CAS HI 706,"American Thought and Culture, 1900 to the Present",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
CAS HI 708,Religious Thought in America,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS IR 234,Fundamentals of Strategic Intelligence,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CAS IR 240,America Abroad: Debating the U.S. and the World since 1789,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS IR 290,Drugs and Security in the Americas,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CAS IR 315,International Nuclear Politics,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CAS IR 315S,International Nuclear Politics,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CAS IR 322,History of the Climate Crisis,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS IR 323E,Iberia 20th Century,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS IR 332,Understanding and Managing Rising Powers,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CAS IR 335E,Britain and Europe: A New Beginning,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CAS IR 344E,EC DEV WEST EUR,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CAS IR 349,"History of International Relations, 1900-1945",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
CAS IR 349S,"History of International Relations, 1900-1945",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
CAS IR 350,History of International Relations since 1945,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
CAS IR 350S,History of International Relations since 1945,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
CAS IR 367,Introduction to Latin American Politics and International Relations,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CAS IR 367S,INTRO LA POL&IR,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CAS IR 370,China: From Revolution to Reform,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS IR 370E,China: From Revolution to Reform,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS IR 370S,China: From Revolution to Reform,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS IR 376,History of American Foreign Relations since 1898,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS IR 376S,History of American Foreign Relations since 1898,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS IR 377,Global South Asia,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
CAS IR 381,Cities in the Middle East: Mecca to Dubai,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CAS IR 382,Understanding the Modern Middle East,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CAS IR 382S,Understanding the Modern Middle East,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CAS IR 386,Nation Building and Erosion in Africa,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS IR 392E,BRITAIN&EUROPE,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CAS IR 410,Latin America Today: An Interdisciplinary Approach,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
CAS IR 516,Intelligence and Homeland Security,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
CAS IR 521,"Intelligence, Congress and the Formulation of National Security Policy",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CAS IR 521S,Congress and National Security,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CAS IR 522,Politics of Nuclear Weapons,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CAS IR 526,National and Homeland Security Law,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
CAS IR 532,The Far Right in Europe,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CAS IR 539,"History, Policy & Statecraft",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
CAS IR 539S,"History, Policy & Statecraft",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
CAS IR 545,History of Inequality,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CAS IR 568,U.S.-Latin American Relations,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
CAS IR 568S,U.S.-Latin American Relations,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
CAS IR 581,The Evolution of Strategic Intelligence,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
CAS IR 581S,EVOL/STRAT INT,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
CAS JS 110,Judaism,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
CAS JS 120,The Bible,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CAS JS 210,The Hebrew Bible,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CAS JS 211,From Jesus to Christ: The Origins of Christianity,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CAS JS 252,History of Judaism,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CAS JS 255,Modern Judaism,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
CAS JS 257,Antisemitism after the Holocaust,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CAS JS 260,The Holocaust,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
CAS JS 261,Representations of the Holocaust in Literature and Film,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CAS JS 286,Israeli-Palestinian Conflict,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CAS JS 286S,Israeli-Palestinian Conflict,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CAS JS 311,Dead Sea Scrolls,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
CAS JS 365,Music and the Holocaust,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CAS JS 366,Fascism and the Holocaust in Italy,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS JS 367,The Holocaust Through Film,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
